donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,surface_disposition,surface_rationale
v2raya-scoop,.github/ISSUE_TEMPLATE/Package_request.md,deebad9bef9d01414c7bcb91dfb694bd8dd4b09c77b4e7dc1d5ef14e7535f859,733,file,Markdown,repository-administration,supporting-evidence,PR225-R056,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
v2raya-scoop,.github/issue_template.md,502d0f36c92802f3f9620cd4868bf7a5e24d82280b360a7ba00ad18d6942a244,332,file,Markdown,repository-administration,supporting-evidence,PR225-R056,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
v2raya-scoop,.github/pull_request_template.md,e598d4305c504b20be8bf437752c2e9747b9406820a676c00fd592483ca508b6,665,file,Markdown,repository-administration,supporting-evidence,PR225-R056,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
v2raya-scoop,.github/workflows/ci.yml,50c5e7da6d3f66fe221a3e136626c5f1b0c4bb68f54f0af3a150ba491dbfbc6e,1238,file,YAML,repository-administration,supporting-evidence,PR225-R056,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
v2raya-scoop,.github/workflows/excavator.yml,57901bf63784c75e8441460c44326e954da002b507c0e89f61cfe46fab7ff082,2363,file,YAML,repository-administration,supporting-evidence,PR225-R056,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
v2raya-scoop,.github/workflows/issue_comment.yml,39ae0b8e4bc00c759b61cf7faa745fa13ec0d80858b8ee9c049e2f581a46c4d7,415,file,YAML,repository-administration,supporting-evidence,PR225-R056,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
v2raya-scoop,.github/workflows/issues.yml,ed9b9b8b3c8a08db769bd220e4110f367f220715ff5e0dbf7c094ccaf91539a4,459,file,YAML,repository-administration,supporting-evidence,PR225-R056,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
v2raya-scoop,.github/workflows/pull_request.yml,77b203dcefa2c013966b765c5a6c19fc04f484b3b357a7dbfc440cbb44ea8d72,344,file,YAML,repository-administration,supporting-evidence,PR225-R056,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
v2raya-scoop,.gitignore,e8b9b6a96e2c4397c43370e66e4d802e9b1399e8af781c0ab23add580b1684cf,58,file,other,repository-administration,supporting-evidence,PR225-R056;PR225-M060,focused-module-repository-administration,focused module-level disposition
v2raya-scoop,.markdownlint.json,e197f56eb921c4809019df97346b4971dfdc7e4f05c790dfa62ce1d12afad7c0,157,file,JSON,configuration,authoritative-source,PR225-R056;PR225-M060;PR225-F0432,focused-file-configuration,independent file-level semantic disposition
v2raya-scoop,.vscode/extensions.json,557d1c7179a849f315776a5aef7f8abf0231c3084d9c8737348b07ffcfcb6671,109,file,JSON,configuration,authoritative-source,PR225-R056;PR225-M057;PR225-F0433,focused-file-configuration,independent file-level semantic disposition
v2raya-scoop,.vscode/settings.json,4f221627cf955aaeccbf445e0aae13c07c8cd0dd86dad217537a41ee28346351,780,file,JSON,configuration,authoritative-source,PR225-R056;PR225-M057;PR225-F0434,focused-file-configuration,independent file-level semantic disposition
v2raya-scoop,LICENSE,f4e7f373b9b996950337e8d41a4a2939c2d90b7725e9baf3d5084a22717ad328,7169,file,other,documentation,supporting-evidence,PR225-R056;PR225-M060,focused-module-documentation,focused module-level disposition
v2raya-scoop,README.md,5b60f40b17211097b0233ae4aabb61d4f2c6a8f62af3aa170bc4f83fbc731a3e,3057,file,Markdown,documentation,supporting-evidence,PR225-R056;PR225-M060,focused-module-documentation,focused module-level disposition
v2raya-scoop,README_zh.md,f0580b2ecf6197e8a1bb274302737bd1cfca34f6ce2d477ae46aa87f43b89e96,3062,file,Markdown,documentation,supporting-evidence,PR225-R056;PR225-M060,focused-module-documentation,focused module-level disposition
v2raya-scoop,Scoop-Bucket.Tests.ps1,db27b8356910f44d607e98feb7bbfbb2f139e22825b5a40e516d278ad0b43926,129,file,PowerShell,script,authoritative-source,PR225-R056;PR225-M060;PR225-F0435,focused-file-script,independent file-level semantic disposition
v2raya-scoop,bin/auto-pr.ps1,b7b2459bc45d1283d3632b782a874df7e614d9780aec23b84e189e84b81edb1a,388,file,PowerShell,script,authoritative-source,PR225-R056;PR225-M058;PR225-F0436,focused-file-script,independent file-level semantic disposition
v2raya-scoop,bin/checkurls.ps1,505f6acfd2c430a41a2a7aaece1143ec8a78ff554b93a95ed940ace1ffa7c857,279,file,PowerShell,script,authoritative-source,PR225-R056;PR225-M058;PR225-F0437,focused-file-script,independent file-level semantic disposition
v2raya-scoop,bin/checkver.ps1,34bfdbd1e9c9806aea69fa81594dd49c58190988c707a45660ccff734bbd01f8,276,file,PowerShell,script,authoritative-source,PR225-R056;PR225-M058;PR225-F0438,focused-file-script,independent file-level semantic disposition
v2raya-scoop,bin/formatjson.ps1,dc2ac65e3ba50a1541ed9b224ce89ee69dbcae966fef9614001db405ed9d93f9,284,file,PowerShell,script,authoritative-source,PR225-R056;PR225-M058;PR225-F0439,focused-file-script,independent file-level semantic disposition
v2raya-scoop,bin/missing-checkver.ps1,5efde1271b35fe9896880c0efeff3bcf3f49e6373b8c2911a2fdb3da72df7537,300,file,PowerShell,script,authoritative-source,PR225-R056;PR225-M058;PR225-F0440,focused-file-script,independent file-level semantic disposition
v2raya-scoop,bin/test.ps1,6ac3794d180013cb969988f2053127e5999467738bfc1504897c33d604080c73,459,file,PowerShell,script,authoritative-source,PR225-R056;PR225-M058;PR225-F0441,focused-file-script,independent file-level semantic disposition
v2raya-scoop,bucket/v2ray-rules-dat.json,d21d481d0a49312ec5928914ae353c4f6e324078440b0b9b4c90fb29ef84c086,2803,file,JSON,configuration,authoritative-source,PR225-R056;PR225-M059;PR225-F0442,focused-file-configuration,independent file-level semantic disposition
v2raya-scoop,bucket/v2raya-git.json,ccd3107e3d5a8a6fbc6ca2d214b1ac58de94360fdbf2d3b5852eccc1c394081e,5951,file,JSON,configuration,authoritative-source,PR225-R056;PR225-M059;PR225-F0443,focused-file-configuration,independent file-level semantic disposition
v2raya-scoop,bucket/v2raya-np.json,4ad794d6dde912c4715308b318d7f3735e0cd937b4762e30f5e75e6e401618d8,3299,file,JSON,configuration,authoritative-source,PR225-R056;PR225-M059;PR225-F0444,focused-file-configuration,independent file-level semantic disposition
v2raya-scoop,bucket/v2raya-unstable-np.json,5c8c6d094ed8c8cf3b4abc9d88e72b57d5c3e69b43e73f0e9e1e0cec223141e1,3899,file,JSON,configuration,authoritative-source,PR225-R056;PR225-M059;PR225-F0445,focused-file-configuration,independent file-level semantic disposition
v2raya-scoop,bucket/v2raya-unstable.json,3c94fb00437bc219cffd4417cbd5a261b8175ebf57dc900edef60bdc52c479ce,4086,file,JSON,configuration,authoritative-source,PR225-R056;PR225-M059;PR225-F0446,focused-file-configuration,independent file-level semantic disposition
v2raya-scoop,bucket/v2raya.json,6c8a751e013116884a4f3ee63e1587b5805a755a624e3cca0510ee719b1e1e0f,3048,file,JSON,configuration,authoritative-source,PR225-R056;PR225-M059;PR225-F0447,focused-file-configuration,independent file-level semantic disposition
v2raya-scoop,bucket/xray.json,21cd1d9368b15a41ef9a54134959f048537098f350ad0813c62f39e0f02deabe,1178,file,JSON,configuration,authoritative-source,PR225-R056;PR225-M059;PR225-F0448,focused-file-configuration,independent file-level semantic disposition
v2raya-scoop,scripts/.gitkeep,0d486e97a72a9d503928d2bbd59285c9f757992d8df104fd560ceaa94d60c6bd,176,file,other,script,authoritative-source,PR225-R056;PR225-M061;PR225-F0449,focused-file-script,independent file-level semantic disposition
v2raya-scoop,scripts/V2rayaUtils.psm1,5be3ffe0d7c018652351c4eef14e3ec60b15e90c79dd10cb6ef3bbc0a02adc93,1594,file,other,script,authoritative-source,PR225-R056;PR225-M061;PR225-F0450,focused-file-script,independent file-level semantic disposition
v2raya-scoop,scripts/v2raya/add-startup.reg,c8f0e3920cd68c1c0e895fb293b34c18bc4d9581fbdfaf0342ff42721680d76f,128,file,other,script,authoritative-source,PR225-R056;PR225-M061;PR225-F0451,focused-file-script,independent file-level semantic disposition
v2raya-scoop,scripts/v2raya/remove-startup.reg,20de5d9e423e594318a4cb281f330c272a1f65b92f2b1c3ff32ee6aa9e46c869,119,file,other,script,authoritative-source,PR225-R056;PR225-M061;PR225-F0452,focused-file-script,independent file-level semantic disposition
v2raya-scoop,scripts/v2raya/reset-passwd-v2raya-np.ps1,cf96c78ac6dc9aea948df23f1cdda3cfd4d4bb6bc050e467e1e88eae10e4fbb2,404,file,PowerShell,script,authoritative-source,PR225-R056;PR225-M061;PR225-F0453,focused-file-script,independent file-level semantic disposition
v2raya-scoop,scripts/v2raya/reset-passwd-v2raya.ps1,aa66a2b097e02eb4446904691b815282164dcb23fd3127260b161e271cfec831,477,file,PowerShell,script,authoritative-source,PR225-R056;PR225-M061;PR225-F0454,focused-file-script,independent file-level semantic disposition
v2raya-scoop,scripts/v2raya/start-v2raya.ps1,a36776a70275721bdc74e3b72fce1a2e300a0a0976c6d23e3ee0fc15712df871,245,file,PowerShell,script,authoritative-source,PR225-R056;PR225-M061;PR225-F0455,focused-file-script,independent file-level semantic disposition
v2raya-scoop,scripts/v2raya/stop-v2raya.ps1,9fc2b1ef8a925b625673bdd3729ab3502cf4ef8865b674aca69d196bc584ff94,69,file,PowerShell,script,authoritative-source,PR225-R056;PR225-M061;PR225-F0456,focused-file-script,independent file-level semantic disposition
v2rayng,.github/ISSUE_TEMPLATE/bug_cn.md,faf3f645f78db165ff657514f024e4375a6f98ad678e64a6effa787f9afa2440,710,file,Markdown,repository-administration,supporting-evidence,PR225-R036,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
v2rayng,.github/ISSUE_TEMPLATE/config.yml,80bd49206b75640bcc3bfbe31b5dd683fc187ffbd7e499b37f2a7ddc5efe22a1,197,file,YAML,repository-administration,supporting-evidence,PR225-R036,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
v2rayng,.github/dependabot.yml,d5f5778c7fee9b964754631b4ca2c28a74270a1c541897a0f96454a7efebc45a,116,file,YAML,repository-administration,supporting-evidence,PR225-R036,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
v2rayng,.github/workflows/build.yml,28b42b79495c9310435c0947188c30f808142b85a7ebcbce659b0b6e911b8a2f,4296,file,YAML,repository-administration,supporting-evidence,PR225-R036,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
v2rayng,.github/workflows/fastlane.yml,838690fe42466d1a7a347907b36109148c4bdef9f85e9427b6c1b9856193e8c0,343,file,YAML,repository-administration,supporting-evidence,PR225-R036,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
v2rayng,.gitignore,359ad4b218613db74a1121916b83f5ba03be1367fb5a00dd44746e97c9a6449f,864,file,other,repository-administration,supporting-evidence,PR225-R036;PR225-M055,focused-module-repository-administration,focused module-level disposition
v2rayng,.gitmodules,c7506ea9e8b273ae87eef654fffb7e77e2a0c11e9502af094d9410ec40678829,220,file,other,repository-administration,supporting-evidence,PR225-R036;PR225-M055,focused-module-repository-administration,focused module-level disposition
v2rayng,CR.md,91a9cc22213f9c9884ed1f5581551b9ee5531f7f5aadfe942378ec39d0600596,2885,file,Markdown,documentation,supporting-evidence,PR225-R036;PR225-M055,focused-module-documentation,focused module-level disposition
v2rayng,LICENSE,8ceb4b9ee5adedde47b31e975c1d90c73ad27b6b165a1dcd80c7c545eb65b903,35147,file,other,documentation,supporting-evidence,PR225-R036;PR225-M055,focused-module-documentation,focused module-level disposition
v2rayng,README.md,0153524721222cb50f59c194b283d277f78970cc6d05565a09ec09d9e6099dff,2362,file,Markdown,documentation,supporting-evidence,PR225-R036;PR225-M055,focused-module-documentation,focused module-level disposition
v2rayng,V2rayNG/app/build.gradle.kts,0d8222abef64baa09d5d746413e14d1ad477204023bf883b9bbb32d55fe75741,6077,file,other,configuration,authoritative-source,PR225-R036;PR225-M054;PR225-F0457,focused-file-configuration,independent file-level semantic disposition
v2rayng,V2rayNG/app/proguard-rules.pro,56fd960cf225f6ca40f982b13a5dbb0d8bc3dfde13ff76422825c6070d0a1890,750,file,other,repository-administration,supporting-evidence,PR225-R036;PR225-M054,focused-module-repository-administration,focused module-level disposition
v2rayng,V2rayNG/app/src/dev/res/values/strings.xml,a496adcc45cea4c274d9ef81f0dd854bbf8d766ca2e2c0dfeee9a333ae77bed3,124,file,XML,ui-or-product,authoritative-source,PR225-R036;PR225-M048;PR225-F0458,focused-file-ui-or-product,independent file-level semantic disposition
v2rayng,V2rayNG/app/src/fdroid/res/values/strings.xml,e9c5a55d441ff80f82b5d27a0766a46d58168fbb1b6afe32ea91fc0015d9ff16,140,file,XML,ui-or-product,authoritative-source,PR225-R036;PR225-M048;PR225-F0459,focused-file-ui-or-product,independent file-level semantic disposition
v2rayng,V2rayNG/app/src/fdroid/res/xml/shortcuts.xml,8c60282194db174b3a16ca723b491b0be6375b548122e999b375233fc791ccb3,2826,file,XML,repository-administration,supporting-evidence,PR225-R036,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
v2rayng,V2rayNG/app/src/main/AndroidManifest.xml,7ff448329c380b10fdb4fc0d8f1e9b753c3b1719e50bd2f4cda7f6b0e8384a71,12036,file,XML,repository-administration,supporting-evidence,PR225-R036;PR225-M054,focused-module-repository-administration,focused module-level disposition
v2rayng,V2rayNG/app/src/main/assets/custom_routing_black,67ed291e6a2305bf861263d0f560eb104768461924044ad185bab41a97fd431a,2878,file,other,repository-administration,supporting-evidence,PR225-R036;PR225-M054,focused-module-repository-administration,focused module-level disposition
v2rayng,V2rayNG/app/src/main/assets/custom_routing_global,8201030c207fc82e5a46d57aaa9d0dae7ba18e9b758fc136dc9b700e0487c2c2,438,file,other,repository-administration,supporting-evidence,PR225-R036;PR225-M054,focused-module-repository-administration,focused module-level disposition
v2rayng,V2rayNG/app/src/main/assets/custom_routing_white,ca2b9d02b2c1fdff704b54f3d557efd3fc3a289cfb77c53104877941006b0cd0,1822,file,other,repository-administration,supporting-evidence,PR225-R036;PR225-M054,focused-module-repository-administration,focused module-level disposition
