donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,surface_disposition,surface_rationale,predecessor_wave,post_refactor_228_review,post_refactor_228_record_ids
ssh,testdata/Client-MAC-hmac-sha2-512-etm@openssh.com,65a0bedeeec8f7f18ff62146e941012552bf242d9415925df7c29cb1474ad86b,21960,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-RunCommandFailed,c6d0c5a250b0f14d1aeff81d91c83484390f87c27da2ac18d362d9d93e475ed2,29626,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-RunCommandStdin,9fb5027a5d5880e3260f3d6782346a6aa1f4ffa1eaebebcd057ba366b6ab6f4c,28861,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-RunCommandStdinError,7e513c2a95fc41a7159d910102317eb5a1cae1ece31602970163c0f0b9b8f25a,29148,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-RunCommandSuccess,ea4b103e277fa87a4662bdfb068172cd4888ae9035cd0ffb295e8934298e7a48,29148,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-WindowChange,51dec5fa2901058664d694d1fa0b3e8fec1cb1c06d4dc969a50a1fd2ae71788b,32504,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-username,c9ae5a10ae8824d79d22c3e571ef302f5368e51afa1f551b374f06cbbd682410,6,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Server-Cipher-aes128-ctr,de6040762485c2612b0c41b9b04abf8e5501704fc96fa0398cb3a2e52b24243c,28269,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Server-Cipher-aes128-gcm@openssh.com,ab0c7c869f5fafc84e339722c60cdba93265253d97109038bd08bddfd5ac1d06,27005,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Server-Cipher-aes192-ctr,579281ef9afb477769469a635491c9c08c8cb995c22cbe080e95a7f4b3be887e,28457,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Server-Cipher-aes256-ctr,4d3846e94933b8f9856ebbf7588f3d9cd20afa8b70a5c05e8b6565d71c4f5f7c,28269,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Server-Cipher-aes256-gcm@openssh.com,d124817c8cd6addeee31e6b677a8d8b4afdf81d90e05b3a20b2017a31a72e422,27193,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Server-Cipher-chacha20-poly1305@openssh.com,42521d02028a0bc2618b67d12a1bdb2cca271fd808fd204dfa93a3db9f7ebecd,26516,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Server-KEX-curve25519-sha256,c24321d86f9f10d486c66fbf37d7a2d7773585c65e77ff187c81f3e5a4e6515e,26675,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Server-KEX-curve25519-sha256@libssh.org,fbb0ea87f41dc3614cf9fbfadacc5aa4b902c029e8e1cf4eb62146a31f49dbfb,26658,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Server-KEX-diffie-hellman-group14-sha1,0b5b65d686f299448162d34ab822bcf8a76d412838561a02fc9ac06b59705e7c,28807,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Server-KEX-diffie-hellman-group14-sha256,3702319755e08515534af37c44d7ec25837190fcb654bba69c987a441772b6b8,28807,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Server-KEX-diffie-hellman-group16-sha512,be511767436dc8b6644ce62a3cb819620148f06c2764834cdebeecdec3f8e9a0,31335,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Server-MAC-hmac-sha1,29e540a39f476a231d88b94fbeac779240b2468e0db92433d9ae8339b747be31,26279,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Server-MAC-hmac-sha1-96,d748ffd3993c66a7314bc3e0023f91418511a9acd448061279715c8158353749,26279,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Server-MAC-hmac-sha2-256,991ec011e2344053a7ba01347be29a45ddea94cc8c63686cea6d2914c0e0351a,26342,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Server-MAC-hmac-sha2-256-etm@openssh.com,0efbb19ed70d93ea572dbdda4112494dd9c5a737939640af1a855bb4173d970d,26437,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Server-MAC-hmac-sha2-512,876455599f2305bd5659521dd48d4ece15980fe523e3fe0b413e8ab63ac9b8bb,26279,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Server-MAC-hmac-sha2-512-etm@openssh.com,5abf297f38916fdf91848331beeeb5adf570ca7bcba065d2a9163e601135493f,26437,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/doc.go,87058232d1b2b7ac23103650652b3f972518e43ae92ce4073a1a2e72997cf65a,366,file,Go,implementation,authoritative-source,PR226-R072;PR226-M078;PR226-F0515,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/keys.go,cb825a8ce73e6ffc357fd0028af72bfd2bdbd0dc01b421318d7b3819c6c826a6,25545,file,Go,implementation,authoritative-source,PR226-R072;PR226-M078;PR226-F0516,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata_test.go,38d43e47ea17074f852a1ec5f0667b4c4e33406b7a15c9fd2772ef628cea0ee2,2162,file,Go,test,authoritative-source,PR226-R072;PR226-M073;PR226-F0517,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,transport.go,cccb1f1e8120dcf878778d5a4f305cb1deb346e67307aaf509c957ca0cfb8f43,9958,file,Go,implementation,authoritative-source,PR226-R072;PR226-M073;PR226-F0518,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,transport_test.go,8f0951bd360cd7e824aab95c91e861c7b10f734a69c14e287d40d84d9eadc626,2796,file,Go,test,authoritative-source,PR226-R072;PR226-M073;PR226-F0519,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,.github/ISSUE_TEMPLATE/bug_report.yml,e8c392810557501b853110ed995904daf295e4af38dc73d0581f467caee0f465,2410,file,YAML,repository-administration,supporting-evidence,PR226-R079,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,.github/ISSUE_TEMPLATE/config.yml,c49811c3251bb3be4389ed154f3502e7c7e63daf6437e16dbe4bf81d247a9ece,203,file,YAML,repository-administration,supporting-evidence,PR226-R079,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,.github/ISSUE_TEMPLATE/feature_request.yml,01ef0647ca6281ac8f3e707616314f7d45aef5cb350ce40c8ed0b05a64f5a721,1218,file,YAML,repository-administration,supporting-evidence,PR226-R079,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,.github/workflows/build.yml,789bc6e43169c207da386c81e04ee99fb0e33c44e7d4640776a8bfffc721dc62,4973,file,YAML,repository-administration,supporting-evidence,PR226-R079,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,.github/workflows/docker.yml,a0be23aabe72d2a36df5af722c81057fd693186cf2fc4d658fa8e80dcfd104fc,7357,file,YAML,repository-administration,supporting-evidence,PR226-R079,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,.gitignore,cf6ad85c60eba5031bcdac829fed4f70d52e3fa522f4dbdc834566827130b253,65,file,other,repository-administration,supporting-evidence,PR226-R079;PR226-M080,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,.travis.yml,df190f6aa02b90970f283019af08a8d68541745606951cf7fe142ef80c99fcca,5631,file,YAML,configuration,authoritative-source,PR226-R079;PR226-M080;PR226-F0520,focused-file-configuration,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,CMakeLists.txt,fccc8f3a127f9760466d51f07288f3f7e506bc1df3593e6e327c2c21297ebb5b,6412,file,other,documentation,supporting-evidence,PR226-R079;PR226-M080,accounted-supporting-documentation,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,LICENSE,3972dc9744f6499f0f9b2dbf76696f2ae7ad8af9b23dde66d6af86c9dfb36986,35149,file,other,documentation,supporting-evidence,PR226-R079;PR226-M080,accounted-supporting-documentation,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,README-cn.md,b7bcc6370b2a8a829cb6df3232afe5fad5de07ba86975772d4936daf9b1700fc,65887,file,Markdown,documentation,supporting-evidence,PR226-R079;PR226-M080,accounted-supporting-documentation,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,README-docker.md,62969d863004025cef55f5d1b51cb164318b2754c5619378cfd153622ee17d56,2038,file,Markdown,documentation,supporting-evidence,PR226-R079;PR226-M080,accounted-supporting-documentation,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,README.md,4809051f973763620e32208b8237d292b2b7225890bd3d6344ef03daa5a3e0ce,5024,file,Markdown,documentation,supporting-evidence,PR226-R079;PR226-M080,accounted-supporting-documentation,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,base/base/GeneralClashConfig.yml,9490133b2c718e9fcc8068622d862681e18c23b59bb0d6132885257e2b89e3d8,19009,file,YAML,configuration,authoritative-source,PR226-R079;PR226-M081;PR226-F0521,focused-file-configuration,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,base/base/all_base.tpl,bf055843c702223e03cc57fbbc11d1d244e79239a4726664255ec1d1cf9ed0c4,17087,file,other,repository-administration,supporting-evidence,PR226-R079;PR226-M081,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,base/base/clash_provider_test.yml,17926bf02f5ea8a290e485f85d6c04ffa809b7a2a4ae7f4565b5824cb3d63f58,429,file,YAML,configuration,authoritative-source,PR226-R079;PR226-M081;PR226-F0522,focused-file-configuration,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,base/base/forcerule.yml,bbca4da85abcbd85a71ffb394d65b5cf55699f1a38d9d53341f52a229ec3b4d7,100352,file,YAML,configuration,authoritative-source,PR226-R079;PR226-M081;PR226-F0523,focused-file-configuration,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,base/base/loon.conf,b2772e4ee957870563089c47aefda450ea1781b36d39e1de2841663c14f645f9,791,file,other,configuration,authoritative-source,PR226-R079;PR226-M081;PR226-F0524,focused-file-configuration,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,base/base/mellow.conf,b3c1e2787ab1c8053ccb128e3dbd20056b8b890efe3de3413fecf159a2d98ca3,417,file,other,configuration,authoritative-source,PR226-R079;PR226-M081;PR226-F0525,focused-file-configuration,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,base/base/quan.conf,9e83dbd03a72c607faca372027f169188f41278055ae56247a945540cf225f43,158,file,other,configuration,authoritative-source,PR226-R079;PR226-M081;PR226-F0526,focused-file-configuration,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
