record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
PR230-R001,n/a,CG230-Hiddify-Manager-dev-root,Hiddify-Manager-dev,repository-accountability,Hiddify-Manager-dev complete archive/repository accountability,repository,evidence corpus,context-dependent,.dockerignore,22942cc4b45864ab6ac31687a88441b76653f235e025851e69e514e9131eef4c,n/a,exhaustive evidence review,one-to-many,reference-only,"Every archive member, regular file, normalized directory, indexed definition, and archived symlink is accounted before behavior-level selection.",convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,all donor bytes remain attributable to exact source hashes,repository size or popularity cannot grant target authority,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,source provenance retained; no bulk donor import,low,n/a,high,reviewed
PR230-F02785,PR230-M0392,CG230-file-PR230-F02785,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0d.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0d.pcap,52b0e02814d7dee6f5264a49ead6adec2723ea34ee8ca19f225c057342002895,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02786,PR230-M0392,CG230-file-PR230-F02786,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0e.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0e.pcap,2686c981e77117d015dbcbf6e4a86ed6d725c08443461f4039ee562f8f369460,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02787,PR230-M0392,CG230-file-PR230-F02787,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0f.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0f.pcap,545ec6fb542b760a2d4408e55cf056f6cd299204d58fa4378aac041d8484f33f,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02788,PR230-M0392,CG230-file-PR230-F02788,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0g.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0g.pcap,392046c04677ccfc839e21db1dbfbfc318704548d8ec08c42679fbbf471ba745,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02789,PR230-M0392,CG230-file-PR230-F02789,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0h.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0h.pcap,ba0f604242fd78841fb80d0b3f8d6d9d85f355e9716590c045bd014e2ceeda0f,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02790,PR230-M0392,CG230-file-PR230-F02790,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0i.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0i.pcap,d062051a944badf38c5582617a98bbf44993a9a0978f4be5bcbf009770abbf37,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02791,PR230-M0392,CG230-file-PR230-F02791,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0j.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0j.pcap,2b8d66ebd3e9396ee861840e864980eb6919e0a320c6bc67e05864ceab7a657e,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02792,PR230-M0392,CG230-file-PR230-F02792,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0k.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0k.pcap,96218fe8eabb1b7d65f1e4b451c7d4a950db43871ba44adc42ef05d9389d30e1,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02793,PR230-M0392,CG230-file-PR230-F02793,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0l.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0l.pcap,74b2983a4f56b0e1929207b5ed66a128c0136d06eaa6d8906172319dfb99f45e,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02794,PR230-M0392,CG230-file-PR230-F02794,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0m.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0m.pcap,5c182f41607a9635eab9f80060ae30013009ebe01d3b80dc459e2e76256f89d6,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02795,PR230-M0392,CG230-file-PR230-F02795,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0n.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0n.pcap,0e3a0d765b0918ec37b0f18fb07ef7d6aabec7c47c60edbc3a0b1af14176161b,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02796,PR230-M0392,CG230-file-PR230-F02796,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0o.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0o.pcap,c3789b6290ef36b3c9d023973634f5b09bfeb7063af8474d87b60a0e2c45ccdb,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02797,PR230-M0392,CG230-file-PR230-F02797,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0p.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0p.pcap,9557da4772ce612973fb6ad700b5620075fe0814f73b4326551ed5a842950057,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02798,PR230-M0392,CG230-file-PR230-F02798,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0q.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0q.pcap,05fc3917cc6276898e7560c19e0a8e32cecbd54b5120edbadf0739cf2f2d1465,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02799,PR230-M0392,CG230-file-PR230-F02799,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0r.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0r.pcap,e6dc076f87ec899aea6862471051f6c716694ec7d3af204eb0b3679c6fada498,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02800,PR230-M0392,CG230-file-PR230-F02800,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0s.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0s.pcap,6dc0fe7235dec88f55c376f1399e85a45f498c52f23edb789e66e97f1c5582fe,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
