donor,path,sha256,size_bytes,type,file_type,language,classification,authority_status,symlink_target,semantic_record_ids,surface_disposition,surface_rationale,notes
libkcp-master,LICENSE.md,f615ced88b51f7419f62a271f0b4a31c6f08c7949f4fdce098e94a2bbc44ce20,1076,file,file,markdown,governance,descriptive,,BASE10,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
libkcp-master,README.md,1be8fc023f05d220cad10ffd1773755396f8eeeceaab4ddf0c8d05104934cfad,1720,file,file,markdown,documentation,descriptive,,BASE10,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
libkcp-master,encoding.h,5ca7ff5cfd13351d76d6fe960ed4cacccbf522df7f374677119852a49ebaa8dd,2247,file,file,c,implementation,authoritative,,BASE10;LIBKCP003,reference-only,Server/build/test harnesses corroborate KCP behavior but are implementation-specific and unnecessary beside target Go KCP runtime.,Focused semantic link(s) plus base accountability.
libkcp-master,fec.cpp,9dd59838658d74d4ebd1883c2e7b42e7180aedd99c44cd3ae0efe07ff4dea1e2,5136,file,file,cpp,implementation,authoritative,,BASE10;LIBKCP002;LIBKCP003,inspired-native,FEC tests motivate explicit bounded shard planning independent of donor implementation.,Focused semantic link(s) plus base accountability.
libkcp-master,fec.h,4f41e2d1d6e45eb1064a836d2de02a49e0a9f6634734e68736882a411047e38a,1448,file,file,c,implementation,authoritative,,BASE10;LIBKCP002;LIBKCP003,inspired-native,FEC tests motivate explicit bounded shard planning independent of donor implementation.,Focused semantic link(s) plus base accountability.
libkcp-master,fec_test.cpp,3f00dd8a54a875f936dd30f77ec7c63a0565eb27565d6418fb0ea98d2aa18763,3562,file,file,cpp,implementation,authoritative,,BASE10;LIBKCP002;LIBKCP003,inspired-native,FEC tests motivate explicit bounded shard planning independent of donor implementation.,Focused semantic link(s) plus base accountability.
libkcp-master,galois.cpp,5735ac3153c8d136f2c6ac5ea84537b5325679a704d4ef8b15b710320b8249cd,983,file,file,cpp,implementation,authoritative,,BASE10;LIBKCP002;LIBKCP003,inspired-native,FEC tests motivate explicit bounded shard planning independent of donor implementation.,Focused semantic link(s) plus base accountability.
libkcp-master,galois.h,0f22b13d565872457b167a044437bdeccc557fd63a8e65ef2dee686996ccc2a5,512,file,file,c,implementation,authoritative,,BASE10;LIBKCP002;LIBKCP003,inspired-native,FEC tests motivate explicit bounded shard planning independent of donor implementation.,Focused semantic link(s) plus base accountability.
libkcp-master,galois_noasm.cpp,60b328d7cd543491166a27813f9d7a9ea5af7b9b13e9d73c1aebf9b6d85afa8d,419,file,file,cpp,implementation,authoritative,,BASE10;LIBKCP002;LIBKCP003,inspired-native,FEC tests motivate explicit bounded shard planning independent of donor implementation.,Focused semantic link(s) plus base accountability.
libkcp-master,galois_noasm.h,936c663d9abc67cc1a2f34570ba42cb333fe1c44229622f49c61c08c904f73cc,347,file,file,c,implementation,authoritative,,BASE10;LIBKCP002;LIBKCP003,inspired-native,FEC tests motivate explicit bounded shard planning independent of donor implementation.,Focused semantic link(s) plus base accountability.
libkcp-master,galois_table.c,163ce65ca11eeda8688f6d556d0423703f6443cde9090894c688042d7eca3c18,419265,file,file,c,implementation,authoritative,,BASE10;LIBKCP002;LIBKCP003,inspired-native,FEC tests motivate explicit bounded shard planning independent of donor implementation.,Focused semantic link(s) plus base accountability.
libkcp-master,ikcp.c,4432280e851b8ef27678401a091850cf279b2ef0a21c627bf4f5e34f8c9e4e9a,32024,file,file,c,implementation,authoritative,,BASE10;LIBKCP001;LIBKCP003,reference-only,C/C++ implementation corroborates KCP/FEC semantics but target runtime already depends on Go kcp-go.,Focused semantic link(s) plus base accountability.
libkcp-master,ikcp.h,1c45a2c3ed9ba71c835b0a17d6ec8dd9d16e35c402b572cd92d669bb034472a2,12288,file,file,c,implementation,authoritative,,BASE10;LIBKCP001;LIBKCP003,reference-only,C/C++ implementation corroborates KCP/FEC semantics but target runtime already depends on Go kcp-go.,Focused semantic link(s) plus base accountability.
libkcp-master,inversion_tree.cpp,af324d42c8e823be94ee87b160119d8e2a8a1fef62e04e320d3fef4b2b4f61ef,4831,file,file,cpp,implementation,authoritative,,BASE10;LIBKCP003,reference-only,Server/build/test harnesses corroborate KCP behavior but are implementation-specific and unnecessary beside target Go KCP runtime.,Focused semantic link(s) plus base accountability.
libkcp-master,inversion_tree.h,9d6d4bdba486f59498faf83355ff6bf523903fb3b270ce2fb39a1aa62d604f6a,1375,file,file,c,implementation,authoritative,,BASE10;LIBKCP003,reference-only,Server/build/test harnesses corroborate KCP behavior but are implementation-specific and unnecessary beside target Go KCP runtime.,Focused semantic link(s) plus base accountability.
libkcp-master,kcp_test.cpp,38446273b482d9ed01169920440eb6cb20b69f0b658ef5da53d99e3105a73a94,1413,file,file,cpp,implementation,authoritative,,BASE10;LIBKCP003,reference-only,Server/build/test harnesses corroborate KCP behavior but are implementation-specific and unnecessary beside target Go KCP runtime.,Focused semantic link(s) plus base accountability.
libkcp-master,kcpserver.go,a6b995db635be1077df7cdbacbf78b03a98c5ccb6ccde89c4dad3ef50b903058,757,file,file,go,implementation,authoritative,,BASE10;LIBKCP003,reference-only,Server/build/test harnesses corroborate KCP behavior but are implementation-specific and unnecessary beside target Go KCP runtime.,Focused semantic link(s) plus base accountability.
libkcp-master,logo.png,e88ac4ff2b7c75d594cdbd61a23c6730fdd860e6f796389f1fe03d57a7b78eeb,29084,file,file,other,media,derived,,BASE10,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
libkcp-master,matrix.cpp,061a2736f7221c8c5e6bf8c1a69c041a17edee56b497feb3f4ce05ae3ab0523c,4588,file,file,cpp,implementation,authoritative,,BASE10;LIBKCP002;LIBKCP003,inspired-native,FEC tests motivate explicit bounded shard planning independent of donor implementation.,Focused semantic link(s) plus base accountability.
libkcp-master,matrix.h,bfa8ffa6ca33e5681d817477d1ef61801afe760519ea13671182a4c44f19ae04,1756,file,file,c,implementation,authoritative,,BASE10;LIBKCP002;LIBKCP003,inspired-native,FEC tests motivate explicit bounded shard planning independent of donor implementation.,Focused semantic link(s) plus base accountability.
libkcp-master,reedsolomon.cpp,a940f8c4799d8ad8975b42404208f0706707f181624206bf5b61913add2a4ed1,7975,file,file,cpp,implementation,authoritative,,BASE10;LIBKCP002;LIBKCP003,inspired-native,FEC tests motivate explicit bounded shard planning independent of donor implementation.,Focused semantic link(s) plus base accountability.
libkcp-master,reedsolomon.h,a141cd418d9530435e60033794da69cbcb0f538f50c62fdc187701fc1ca37918,2968,file,file,c,implementation,authoritative,,BASE10;LIBKCP002;LIBKCP003,inspired-native,FEC tests motivate explicit bounded shard planning independent of donor implementation.,Focused semantic link(s) plus base accountability.
libkcp-master,reedsolomon_test.cpp,202a1a8cba430457c9b8bc8aee0d9f68d5280139aaedcdd3b0061ef764b9777f,2861,file,file,cpp,implementation,authoritative,,BASE10;LIBKCP002;LIBKCP003,inspired-native,FEC tests motivate explicit bounded shard planning independent of donor implementation.,Focused semantic link(s) plus base accountability.
libkcp-master,sess.cpp,381de56a511b30497ae89c97dcd130531cbbfe35c5ef1fd890a3dc54f342f785,7647,file,file,cpp,implementation,authoritative,,BASE10;LIBKCP001;LIBKCP003,reference-only,C/C++ implementation corroborates KCP/FEC semantics but target runtime already depends on Go kcp-go.,Focused semantic link(s) plus base accountability.
libkcp-master,sess.h,f78f55e58b9b4b65e6e5f28dc071a7bf91e7f69000a1060a8cb31e7e87caa876,2382,file,file,c,implementation,authoritative,,BASE10;LIBKCP001;LIBKCP003,reference-only,C/C++ implementation corroborates KCP/FEC semantics but target runtime already depends on Go kcp-go.,Focused semantic link(s) plus base accountability.
libXray-main,.github/workflows/libxray-test.yml,9ec291ebefc7b154d92b4b94588cd0c38d7ae227eac28633739b7d59554bd75e,416,file,file,yaml,repository-administration,derived,,BASE11,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
libXray-main,.github/workflows/release-go-mirror.yml,4964b63b08551f272504c23fd7c9172ab401d7fad3466aad39f10754c70e2dc0,2591,file,file,yaml,repository-administration,derived,,BASE11,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
libXray-main,.gitignore,56e7261e27d80c1aeef5731b227a8f5b5ea1ccde8e075e80e8111405ff971d66,408,file,file,other,repository-administration,derived,,BASE11,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
libXray-main,LICENSE,992cf88a505936a11bd0fff17b7842abd9411e8da41fd69f22f47ae915e9d198,1066,file,file,other,governance,descriptive,,BASE11,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
libXray-main,README.md,d0aa7650300c7024cfcf78f8f6112f9724ff414973a8ad76bcb5d8652663cecc,5415,file,file,markdown,documentation,descriptive,,BASE11,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
libXray-main,android_wrapper.go,14b8eb7a6abcf89b81271f0705ff803c13ecb5752c7d09d36a1650331e4b63d1,650,file,file,go,implementation,authoritative,,BASE11;LIBXRAY005,superseded,"Platform wrappers were reviewed but duplicate LumiNet host-network, runtime supervision and update ownership.",Focused semantic link(s) plus base accountability.
libXray-main,build/app/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,file,file,python,implementation,authoritative,,BASE11;LIBXRAY003,reference-only,Build wrappers are operational reference only; LumiNet has distinct Go/Rust/Wails/Android release ownership.,Focused semantic link(s) plus base accountability.
libXray-main,build/app/android.py,11826261caf2f45e748605e5b6b462ac923231fa9840d38d8cfd5555bbb6b227,864,file,file,python,implementation,authoritative,,BASE11;LIBXRAY003,reference-only,Build wrappers are operational reference only; LumiNet has distinct Go/Rust/Wails/Android release ownership.,Focused semantic link(s) plus base accountability.
libXray-main,build/app/apple_go.py,5f55d6d588d7cae9a241f1fc36aa9b7a764cbc1ab358469d5cf212bae4796f20,10613,file,file,python,implementation,authoritative,,BASE11;LIBXRAY003,reference-only,Build wrappers are operational reference only; LumiNet has distinct Go/Rust/Wails/Android release ownership.,Focused semantic link(s) plus base accountability.
libXray-main,build/app/apple_gomobile.py,cf9de641a39706b626fdfbb63abc2b599140192f33fb4b5174e1e64edda7e722,714,file,file,python,implementation,authoritative,,BASE11;LIBXRAY003,reference-only,Build wrappers are operational reference only; LumiNet has distinct Go/Rust/Wails/Android release ownership.,Focused semantic link(s) plus base accountability.
libXray-main,build/app/build.py,ae5ad18474844c90099bc1c28f9776877de21aaed63596c3552f448ca65b48b9,7117,file,file,python,implementation,authoritative,,BASE11;LIBXRAY003,reference-only,Build wrappers are operational reference only; LumiNet has distinct Go/Rust/Wails/Android release ownership.,Focused semantic link(s) plus base accountability.
libXray-main,build/app/cmd.py,0f66d33106ca27260267b193699d57ba8f4b6f83a1f3920a287c1892d9d7b2dc,354,file,file,python,implementation,authoritative,,BASE11;LIBXRAY003,reference-only,Build wrappers are operational reference only; LumiNet has distinct Go/Rust/Wails/Android release ownership.,Focused semantic link(s) plus base accountability.
libXray-main,build/app/linux.py,8cce0f61b0bca48ba615ce171607124ead20138567e35652512f801551ab0ea8,1583,file,file,python,implementation,authoritative,,BASE11;LIBXRAY003,reference-only,Build wrappers are operational reference only; LumiNet has distinct Go/Rust/Wails/Android release ownership.,Focused semantic link(s) plus base accountability.
libXray-main,build/app/windows.py,1ba183d271ad30e2b7e884e4084dedc6240ffe286d7e63956d1281445e1ed05b,1639,file,file,python,implementation,authoritative,,BASE11;LIBXRAY003,reference-only,Build wrappers are operational reference only; LumiNet has distinct Go/Rust/Wails/Android release ownership.,Focused semantic link(s) plus base accountability.
libXray-main,build/main.py,f3b9dc6754c01ac1c9235366112bf708dea67a6b62b31b9a7cdde7201283b58f,1759,file,file,python,implementation,authoritative,,BASE11;LIBXRAY003,reference-only,Build wrappers are operational reference only; LumiNet has distinct Go/Rust/Wails/Android release ownership.,Focused semantic link(s) plus base accountability.
libXray-main,build/pyproject.toml,a3dc2792c014381b7d10124d5e00e5de3bd8c482855e2d8370ee21b19ed360a0,256,file,file,toml,configuration,authoritative,,BASE11;LIBXRAY003,reference-only,Build wrappers are operational reference only; LumiNet has distinct Go/Rust/Wails/Android release ownership.,Focused semantic link(s) plus base accountability.
