record_id,donor,path,sha256,size_bytes,file_type,language,classification,authority_status,module_id,module_role,module_disposition,semantic_record_ids,notes,fourth_order_record_ids,current_resolution,review_rationale,review_status
SURF-aether-9dcb1ce5b47b2c18,Aether,quiche/fuzz/corpus/qpack_decode/c51858d7ccecc8e2fc1b6f96bb3de4922fd65676,d25914745fbc192bd5473bb9ed02ee6893d68fca2993c5a0f7f4c02d5120ff03,515,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-9dcb1ce5b47b2c18,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-e2070bdf36bf493c,Aether,quiche/fuzz/corpus/qpack_decode/c59561ed0839eb1ade4a0873971f0a601457cb93,f0626d7a85821fc1eaede1367a916d6462fbec0a1418a938e9d08a734ffc3fff,31,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-e2070bdf36bf493c,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-f4e63d3d2cfd2bff,Aether,quiche/fuzz/corpus/qpack_decode/c6b03fd971cc246316081f75c98db16f47bbde69,ac98c11b398da132706d4d022a33906bb7e74153a5d8948d59cfed65c7fdc3e2,38,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-f4e63d3d2cfd2bff,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-22fc766028ffbe2e,Aether,quiche/fuzz/corpus/qpack_decode/c7b6a8b7b1f6a2a25674d7055edbde59ae3a04e6,e5a0137fab29f427a5daec999f37256fef6b9b161592a0b93fff190b3dd8a94c,8,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-22fc766028ffbe2e,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-59da23d040dc1009,Aether,quiche/fuzz/corpus/qpack_decode/c7ffc92484397091002cc90572bb6e431528e1c3,21adb4b78af4199aa583f033984623ece939e9174b0481606c897fdeb948e309,4500,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-59da23d040dc1009,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-472eca6f0036e1e1,Aether,quiche/fuzz/corpus/qpack_decode/c8232da719422a3a91332975d029bba394c2668e,bcac700f018f53831d431bea76ae9c5a86414ab1bb4c04f5d27b524f27a20eda,4,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-472eca6f0036e1e1,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-fdb70c0493e436eb,Aether,quiche/fuzz/corpus/qpack_decode/c8f320b08909a1eaa9507db5c3c467de6982dcf1,5de183746723a1796bdc0dfd72d7e1b28cf958a54633ef6b91902956760d7f4f,6,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-fdb70c0493e436eb,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-ad02650dbc5745c8,Aether,quiche/fuzz/corpus/qpack_decode/c8fba6512d0951bccaced5c037cf0d8bf0c559ce,1facc461e1ac5344d8298e9dc59938ad0bf0e5ac69c0f9644b493cae2d97cdc0,39,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-ad02650dbc5745c8,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-8f7cfcfb6ea95fa4,Aether,quiche/fuzz/corpus/qpack_decode/c96e20caeaffb2669411bf5fc456e7efb726d2e1,d142a0e212e4fdf696f4573008e8623470f1d78acd65fa548479f27a1283d357,1836,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-8f7cfcfb6ea95fa4,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-d939e57b87491126,Aether,quiche/fuzz/corpus/qpack_decode/ca79f9188a547b6aebf8a2d30cd9ed4d4f641a16,3e62839b85ab05c32f0e66c68fe2b842d3776433c47eee6edfa95d26d29678fe,1000,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-d939e57b87491126,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-4ed0fdb48b7ebe8d,Aether,quiche/fuzz/corpus/qpack_decode/cac72d01baea345dc2adddcb637e262284e34ad1,3703d7cc6176e967d05b31353968436229b60b15d621f5241856799090a81665,78,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-4ed0fdb48b7ebe8d,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-efe1eb15525b7324,Aether,quiche/fuzz/corpus/qpack_decode/cad0b1635aedffeb5aabaa57769a38ca53ca879a,5d83184f5d5fbb76d9d199c2282571769fb5134748ad45b932289c0b0b1cf16b,130,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-efe1eb15525b7324,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-a43590004bb50b71,Aether,quiche/fuzz/corpus/qpack_decode/cad8c3a1bfe13c857a7594cd46590c7bb8b5d761,3dc2ded6c3d601eee089f145a3d485145c0e1ed521710dfc2601660432ff60e3,8,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-a43590004bb50b71,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-7ed1c18d61146397,Aether,quiche/fuzz/corpus/qpack_decode/cb47bf784ed81081edf093a7e6ddd84d9f36ddd1,fee4464cda858f3fa633e265ca4f5e5548f4bfe82ff1b08178bd138279f8cfdd,65,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-7ed1c18d61146397,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-7050c7f165d7f0e9,Aether,quiche/fuzz/corpus/qpack_decode/cbc59de1d39d7bc9825c50e39fc1260fa1fcef18,7af382020b1fcfbb181d5c8fe45a1875c3d8aa2d2dc0a86f3fb81e3bf91070af,1153,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-7050c7f165d7f0e9,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-c9c034a605fa81ab,Aether,quiche/fuzz/corpus/qpack_decode/cc0c53f907a24cb99096052e35ffd2a8ba930550,ca5892d313a58307962a42a50842a647e0941a9d43be09def2284546814e224e,16,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-c9c034a605fa81ab,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-e62b041fbae3c91d,Aether,quiche/fuzz/corpus/qpack_decode/cc15b68f5bb7954e4e1ab8b403759ed76d58a43a,4fdd47a3a986bf1170ca1c975f8df3e039daa01a748686722f020951c2c0a12f,258,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-e62b041fbae3c91d,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-03c9b1dcdfebea1d,Aether,quiche/fuzz/corpus/qpack_decode/cc2afa2d6ff0c064a8dd1be4b3f313a118fce2bc,112cb9152e5792fb07377e6944404a4b7903724485a718237c64333727a5bc2b,32,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-03c9b1dcdfebea1d,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-40deb77a00cf957e,Aether,quiche/fuzz/corpus/qpack_decode/cc9bbac1d63fe528712481c84712ff067dff7bc6,1a308258d90f8a8a580cba9ac27abefca66e707028752825bbe61855ce108fc5,5,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-40deb77a00cf957e,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-177fd692e32e98ea,Aether,quiche/fuzz/corpus/qpack_decode/ccbf675ea1b6b0fe7b7656db8c6564018a4885d1,b37d39756c26cb1fc25acfb4b58295f32fe3be3817a06cd57020758cd86b3427,1047,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-177fd692e32e98ea,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-6b66ed19b9f20100,Aether,quiche/fuzz/corpus/qpack_decode/cd456f9eb610baf01f292886a55917f2d9b9a07d,e302f10ce64a1219731b7011082eb3863c6dbd781cbafdfe79a562137b17d6e9,35,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-6b66ed19b9f20100,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-8254ff834d3f77f3,Aether,quiche/fuzz/corpus/qpack_decode/cde3efd84ea714407f3850f3f3fbb5cac1d145f4,5b370721a4bde13161a97815b7753fe49c1464e337932470bd2dbff2e974021a,8,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-8254ff834d3f77f3,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-118b0528e43e0a9a,Aether,quiche/fuzz/corpus/qpack_decode/ce2fd5e03c9528492e2df1b05cd219121049f68f,bcbe50af325d7632ccbbe8f9701296168d2f154f44ced3fdcb3dcb2096a07afd,3,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-118b0528e43e0a9a,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-8d65802ec8567c03,Aether,quiche/fuzz/corpus/qpack_decode/ce7fec2b645d91b42a118c6f3038dec18f5fe2f5,d99990a3d5394d587055891434bc6b0d3aadce11e298321608eb87f9f368c05c,3,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-8d65802ec8567c03,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-8078bdd5d16aab46,Aether,quiche/fuzz/corpus/qpack_decode/ce84bb8af3e64c1a4b88df6c7325bcc6f2340d78,529562d723996144feaa10c0c9943082e3c1d57280ca9aaa919f96c9d56f1d81,32,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-8078bdd5d16aab46,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-1eef7493917b4863,Aether,quiche/fuzz/corpus/qpack_decode/ceaaf5646221e485b7f78ba9089a8179c0b1f499,20a17bbffad47d0061ff5fc65f88a6dcab7c1e3f5f493d36be4c2807c9f043e3,298,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-1eef7493917b4863,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-d0edbfdd029034ed,Aether,quiche/fuzz/corpus/qpack_decode/cef28e3f8aafca1f3d532519e3280921404e39eb,8f3df5a69aea4f4f86206eb8dc98a5dcbfd1ee72aeeeae447e305752dc69d0f9,130,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-d0edbfdd029034ed,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-5505740e04ca0a6e,Aether,quiche/fuzz/corpus/qpack_decode/cf8f891bbf62c528c48856605cb3ecfcafc8259c,6040646c5781e8d7d1c6de9d5b72936e715f566b52d3d396d8f2b94a60d48a73,131,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-5505740e04ca0a6e,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
