wave,record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
post-refactor-4d,PR141-M0231,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/susidns,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/susidns/src/svg/how.svg,4f98f3aa30c9727041466dd218059e4c98ae6f7528392e046c25f72e61bade0b,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0232,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/susimail,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/susimail/src/icons/attach.png,243b4802c849ba5b2800262ccf945992215d7037b02798d12815755252980e74,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0233,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: installer/resources#chunk1,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,installer/resources/console.ico,6b39ab5747e2335bfb8372d3dafe760694055343b11320f237413b3515447a35,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0234,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: installer/resources#chunk2,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,installer/resources/icons/flags/gm.png,8f4511b0ca233ebe65e9c435b0d620a58bc607700469c9b4ea446d2b5db79952,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0235,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: installer/resources#chunk3,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,installer/resources/icons/flags/ro.png,0f83abcca7f07368819e3268d42f161edabcee4b56329c67de93779c1fba3ec5,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0236,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: .github,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,.github/FUNDING.yml,58cd3b073134ad77c9c93251a385d9e544cab7571531039a3c69d6d7e705107c,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0237,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: .github/workflows,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,.github/workflows/ant-nightly.yml,4fabebf9daeb33bcb2edd5f2f5754ebe1bc459dbc2e3540fad855224f89102d7,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0238,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: @root,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,gradlew.bat,243108dac5812721c633e75ca00fb22e69ee27d140544cfe0bb2cc19860a700d,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0239,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: Slackware/i2p,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,Slackware/i2p/doinst.sh,47ecae34dfa2a1393f4649fada52cbf5a8b863393d5d89e66b5cbd47ce231431,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0240,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/desktopgui,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/desktopgui/bundle-messages.sh,7df6ec3babf1db12978340684bdabc588f30e802ac418425852002893bcd7e1d,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0241,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/i2psnark,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/i2psnark/java/bundle-messages.sh,2b413eadb55dd140321d061cd6e68b305ef7e7d3979436e2eeb6669663662016,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0242,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/i2ptunnel,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/i2ptunnel/java/bundle-messages-proxy.sh,c6398ee91924823cc89dc175e2c2bee4b7851e7bfed0066649b4ace5d1a13903,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
