donor,path,sha256,size_bytes,mode,classification,authority,module,extension,semantic_record_ids,post_refactor_232_review,post_refactor_232_disposition,notes
outline-client,src/www/storybook.action.mjs,27af8ae37b630180cc4a36ee9576359b68f1a08fb58a71f1a447ea5428713ce3,1863,0o644,operational,authoritative,src/www/storybook.action.mjs,.mjs,PR232-F00432;PR232-M0144,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/style.css,ce4642aa52c2d88f724be66489dff53636f7cab63dfda9310434a25f6d2df68a,2741,0o644,operational,authoritative,src/www/style.css,.css,PR232-F00433;PR232-M0145,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/test.action.mjs,2f6e921b881ac59abf21f5964b06c180858533c48cfad39c04c7093193f19891,1547,0o644,operational,authoritative,src/www/test.action.mjs,.mjs,PR232-F00434;PR232-M0146,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/tsconfig.json,7e71006668e278fe22f3015ae96f0c2349ffe4ab62f7552ddc70584ef5b93c42,123,0o644,configuration,authoritative,src/www/tsconfig.json,.json,PR232-F00435;PR232-M0147,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/types/clipboard.d.ts,4b04603437dc487caaf58353d245a17339b0d4ef353d10443d362f3322840c32,901,0o644,ui-or-product,authoritative,src/www/types/clipboard.d.ts,.ts,PR232-F00436;PR232-M0148,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/types/shims.d.ts,a893c8837d7b81eef2b98c364756dd26411a0f3e4f3fd2ed7dcc8ca491ddd928,68,0o644,ui-or-product,authoritative,src/www/types/shims.d.ts,.ts,PR232-F00437;PR232-M0149,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/types/webintents.d.ts,541b332da2367f57249293ad044e2335c9e5fbd2ab7f30c74772d3eed88d09eb,889,0o644,ui-or-product,authoritative,src/www/types/webintents.d.ts,.ts,PR232-F00438;PR232-M0150,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/ui_components/about-view.js,c62adfe016c00c759267854749b9a88626972bc5943ab2ac33c315ffe918aa54,3215,0o644,ui-or-product,authoritative,src/www/ui_components/about-view.js,.js,PR232-F00439;PR232-M0151,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/ui_components/add-server-view.js,b57f5ebc0e55d242cbefd7c9b089d71522098f7f66ca3ef1cc6857f2e1c8b59c,11030,0o644,ui-or-product,authoritative,src/www/ui_components/add-server-view.js,.js,PR232-F00440;PR232-M0152,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/ui_components/app-root.js,fe2a349928a6a806ca18e8860ab94aee392964d295fdea7e49d4e1c9ff698222,29231,0o644,ui-or-product,authoritative,src/www/ui_components/app-root.js,.js,PR232-F00441;PR232-M0153,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/ui_components/feedback-view.js,0add78f17489c0389f3f4c6bfd53a4ab02f7670ae9c30d0a1a93e0e9a9acc933,6494,0o644,ui-or-product,authoritative,src/www/ui_components/feedback-view.js,.js,PR232-F00442;PR232-M0154,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/ui_components/language-view.js,3dc06c210e09b463f8aa0c696dabd4ac23b882cbd005262958a0a54550106863,2896,0o644,ui-or-product,authoritative,src/www/ui_components/language-view.js,.js,PR232-F00443;PR232-M0155,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/ui_components/licenses-view.js,3a7544d7e5bf4173a589c8031eec2d541a7825583f10adb0511f7a4033023b47,2137,0o644,documentation,authoritative,src/www/ui_components/licenses-view.js,.js,PR232-F00444;PR232-M0157,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/ui_components/licenses/README.md,152808d88bbd514da03a538112d2cdbb6d31a9bfd42055ccee202b99a013544f,364,0o644,documentation,authoritative,src/www/ui_components/licenses,.md,PR232-F00445;PR232-M0156,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/ui_components/licenses/licenses.txt,ca480ac3422ab4bbfd8363d057ab6456b2f13115a43dd13f4f022b4f977bd613,401987,0o644,documentation,authoritative,src/www/ui_components/licenses,.txt,PR232-F00446;PR232-M0156,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/ui_components/licenses/third_party.sh,59c307b267c3f40233d7286abacce14ec719a686ff7a17246d636e5c9d0cc30c,1224,0o755,script,authoritative,src/www/ui_components/licenses,.sh,PR232-F00447;PR232-M0156,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/ui_components/outline-icons.js,09f4e34ab484958fa92d13f9c3378476a717e4bdea0b352b7e34bf429f33cea2,1315,0o644,ui-or-product,authoritative,src/www/ui_components/outline-icons.js,.js,PR232-F00448;PR232-M0158,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/ui_components/privacy-view.js,8d87fb486d4af4ed8c4b42d9785b75992f6685423c2956172458e614cc3d785a,3701,0o644,ui-or-product,authoritative,src/www/ui_components/privacy-view.js,.js,PR232-F00449;PR232-M0159,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/ui_components/server-rename-dialog.js,2231e8bc575347e559c911b5e1b2e2ebe00e296ed4be9c69f6c8e58f77c9ecb2,2440,0o644,ui-or-product,authoritative,src/www/ui_components/server-rename-dialog.js,.js,PR232-F00450;PR232-M0160,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/ui_components/user-comms-dialog.js,97e959ec069667cbdbe27488e88147ac7b464b4241c5e02c687e8670de5821d8,4351,0o644,ui-or-product,authoritative,src/www/ui_components/user-comms-dialog.js,.js,PR232-F00451;PR232-M0161,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/views/servers_view/index.ts,1a90e7b1673eb6168f1229c4b4d596db4354c5690e59bb9fb84c0e719fd9b3a0,5191,0o644,ui-or-product,authoritative,src/www/views/servers_view,.ts,PR232-F00452;PR232-M0162,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/views/servers_view/server_connection_indicator/index.ts,e68d714d71fe6c8f86225c82892a1b6e918be794ecf7e98e55b3ae3a1d8b6eff,6774,0o644,ui-or-product,authoritative,src/www/views/servers_view,.ts,PR232-F00453;PR232-M0162,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/views/servers_view/server_connection_indicator/stories.ts,6ea3a111e5ebcac9cf1f70d446337c41832e9baa9523d915274e1bd5b9331334,1369,0o644,ui-or-product,authoritative,src/www/views/servers_view,.ts,PR232-F00454;PR232-M0162,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/views/servers_view/server_list/index.ts,b733369408428b1137a6771c56310a53917c54db286fbda46fe523f876540fc2,2360,0o644,ui-or-product,authoritative,src/www/views/servers_view,.ts,PR232-F00455;PR232-M0162,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/views/servers_view/server_list/stories.ts,19adddf5ac0fb830531fa759cbaf898a516168429b46448761f08a2fd5e2688c,1589,0o644,ui-or-product,authoritative,src/www/views/servers_view,.ts,PR232-F00456;PR232-M0162,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/views/servers_view/server_list_item/index.ts,3a9e59a77677904283eb8611bcd3a526ddb565df4f643d3124e7238980e96e79,1423,0o644,ui-or-product,authoritative,src/www/views/servers_view,.ts,PR232-F00457;PR232-M0162,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/views/servers_view/server_list_item/server_card/index.ts,d8f79130445c27b90f902916ebf9f8349812feae7be1c08432506213c70ae5b6,10764,0o644,ui-or-product,authoritative,src/www/views/servers_view,.ts,PR232-F00458;PR232-M0162,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/views/servers_view/server_list_item/server_card/stories.ts,1b9b45d9257ed46ba63b300da08ba7f184a636b7db9e6e833026cbf267e96419,1567,0o644,ui-or-product,authoritative,src/www/views/servers_view,.ts,PR232-F00459;PR232-M0162,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/webpack_base.mjs,a7820422f3807ca7d6771667ed007bea2278a0c0432011703232dbc6e932803d,2190,0o644,operational,authoritative,src/www/webpack_base.mjs,.mjs,PR232-F00460;PR232-M0163,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/webpack_cordova.mjs,088e31048931795c90f58446202635bf7158636f6158570cf6da64862347c4c6,2380,0o644,operational,authoritative,src/www/webpack_cordova.mjs,.mjs,PR232-F00461;PR232-M0164,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/webpack_css_rtl_loader.cjs,05850fac301cc05b1ec631e133b0792e7047776302a408eebb0861d84004681e,1631,0o644,operational,authoritative,src/www/webpack_css_rtl_loader.cjs,.cjs,PR232-F00462;PR232-M0165,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/webpack_electron.mjs,7a94a7fffcf8a746a7f86ae6cb321db2d859fbb0101904cd149238e4bc6025c7,1726,0o644,operational,authoritative,src/www/webpack_electron.mjs,.mjs,PR232-F00463;PR232-M0166,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/webpack_test.mjs,ec0c924e2c85814b4bca642a8f5d7d57a7c5472eb0774398c740e52ce952e61c,1111,0o644,test,authoritative,src/www/webpack_test.mjs,.mjs,PR232-F00464;PR232-M0167,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,third_party/jsign/.gitignore,6e319bfafba410914f5a63da3e0c5c858ce09b2e9792019827df2a2a68c3992e,6,0o644,repository-administration,authoritative,third_party/jsign,n/a,PR232-F00465;PR232-M0168,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,third_party/jsign/LICENSE.txt,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,11357,0o644,vendored,vendored,third_party/jsign,.txt,PR232-F00466;PR232-M0168,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,third_party/jsign/METADATA,a3119f0605c1ff37ed69258936e199602df3377a7049b403a98028fc30ecc3de,381,0o644,vendored,vendored,third_party/jsign,n/a,PR232-F00467;PR232-M0168,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,third_party/jsign/index.mjs,eea941e52e7c7cc4b55dd4f30cff022ac19e392261186e37c8b06bf6aa9bfe5d,2752,0o644,vendored,vendored,third_party/jsign,.mjs,PR232-F00468;PR232-M0168,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,third_party/newtonsoft/LICENSE,b7750fa955556f3f5450ceb04f63eb418697ac7a6bc712ab23d985f9509c3115,1091,0o755,vendored,vendored,third_party/newtonsoft,n/a,PR232-F00469;PR232-M0169,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,third_party/newtonsoft/METADATA,a7a95b1a28d045293250391e64e8dce8656436a027e43b5b68fa477c7b6a0ef3,360,0o755,vendored,vendored,third_party/newtonsoft,n/a,PR232-F00470;PR232-M0169,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,third_party/newtonsoft/Newtonsoft.Json.dll,f58c374ffcaae4e36d740d90fbf7fe70d0abb7328cd9af3a0a7b70803e994ba4,662528,0o755,vendored,vendored,third_party/newtonsoft,.dll,PR232-F00471;PR232-M0169,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,third_party/outline-go-tun2socks/LICENSE,fe38fe77bb1558c9579b3579b82db73d10d771d3c79e2e4204a959ddc84ad5ea,1067,0o644,vendored,vendored,third_party/outline-go-tun2socks,n/a,PR232-F00472;PR232-M0170,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
